Type,Condition,Primary_secondary_type,Code,MedCode,Term,Description,Source
Disease,Diabetes,Primary care,C109F00,,Non-insulin-dependent d m with peripheral angiopath,Non-insulin-dependent d m with peripheral angiopath,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109F11,,Type II diabetes mellitus with peripheral angiopathy,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109F11,54899,Type II diabetes mellitus with peripheral angiopathy,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109F11,,Type II diabetes mellitus with peripheral angiopathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109F11,,Type II diabetes mellitus with peripheral angiopathy,Type II diabetes mellitus with peripheral angiopathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109F12,,Type 2 diabetes mellitus with peripheral angiopathy,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109F12,60699,Type 2 diabetes mellitus with peripheral angiopathy,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109F12,,Type 2 diabetes mellitus with peripheral angiopathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109F12,,Type 2 diabetes mellitus with peripheral angiopathy,Type 2 diabetes mellitus with peripheral angiopathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109G00,,Non-insulin dependent diabetes mellitus with arthropathy,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109G00,,Non-insulin dependent diabetes mellitus with arthropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109G00,,Non-insulin dependent diabetes mellitus with arthropathy,Non-insulin dependent diabetes mellitus with arthropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109G11,,Type II diabetes mellitus with arthropathy,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109G11,18143,Type II diabetes mellitus with arthropathy,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109G11,,Type II diabetes mellitus with arthropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109G11,,Type II diabetes mellitus with arthropathy,Type II diabetes mellitus with arthropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109G12,,Type 2 diabetes mellitus with arthropathy,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109G12,49869,Type 2 diabetes mellitus with arthropathy,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109G12,,Type 2 diabetes mellitus with arthropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109G12,,Type 2 diabetes mellitus with arthropathy,Type 2 diabetes mellitus with arthropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109H00,,Non-insulin dependent d m with neuropathic arthropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109H00,,Non-insulin dependent d m with neuropathic arthropathy,Non-insulin dependent d m with neuropathic arthropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109H11,,Type II diabetes mellitus with neuropathic arthropathy,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109H11,47816,Type II diabetes mellitus with neuropathic arthropathy,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109H11,,Type II diabetes mellitus with neuropathic arthropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109H11,,Type II diabetes mellitus with neuropathic arthropathy,Type II diabetes mellitus with neuropathic arthropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109H12,,Type 2 diabetes mellitus with neuropathic arthropathy,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109H12,66965,Type 2 diabetes mellitus with neuropathic arthropathy,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109H12,,Type 2 diabetes mellitus with neuropathic arthropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109H12,,Type 2 diabetes mellitus with neuropathic arthropathy,Type 2 diabetes mellitus with neuropathic arthropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109J00,,Insulin treated Type 2 diabetes mellitus,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109J00,18278,Insulin treated Type 2 diabetes mellitus,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109J00,,Insulin treated Type 2 diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109J00,,Insulin treated Type 2 diabetes mellitus,Insulin treated Type 2 diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109J11,,Insulin treated non-insulin dependent diabetes mellitus,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109J11,,Insulin treated non-insulin dependent diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109J11,,Insulin treated non-insulin dependent diabetes mellitus,Insulin treated non-insulin dependent diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109J12,,Insulin treated Type II diabetes mellitus,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109J12,18264,Insulin treated Type II diabetes mellitus,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109J12,,Insulin treated Type II diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109J12,,Insulin treated Type II diabetes mellitus,Insulin treated Type II diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C109K00,,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109K00,36633,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C109K00,,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C109K00,,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10C.00,,Diabetes mellitus autosomal dominant,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10C.00,,Diabetes mellitus autosomal dominant,Diabetes mellitus autosomal dominant,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10C.11,,Maturity onset diabetes in youth,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10C.11,,Maturity onset diabetes in youth,Maturity onset diabetes in youth,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10C.12,,maturity onset diabetes in youth type 1,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10D.00,,Diabetes mellitus autosomal dominant type 2,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10D.00,,Diabetes mellitus autosomal dominant type 2,Diabetes mellitus autosomal dominant type 2,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10D.11,,Maturity onset diabetes in youth type 2,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10D.11,,Maturity onset diabetes in youth type 2,Maturity onset diabetes in youth type 2,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10E.00,,Type 1 diabetes mellitus,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E.00,1549,Type 1 diabetes mellitus,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E.00,,Type 1 diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E.00,,Type 1 diabetes mellitus,Type 1 diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10E.11,,Type I diabetes mellitus,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E.11,12455,Type I diabetes mellitus,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E.11,,Type I diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E.11,,Type I diabetes mellitus,Type I diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10E.12,,Insulin dependent diabetes mellitus,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E.12,,Insulin dependent diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E.12,,Insulin dependent diabetes mellitus,Insulin dependent diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10E000,,Type 1 diabetes mellitus with renal complications,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E000,47582,Type 1 diabetes mellitus with renal complications,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E000,,Type 1 diabetes mellitus with renal complications,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E000,,Type 1 diabetes mellitus with renal complications,Type 1 diabetes mellitus with renal complications,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10E011,,Type I diabetes mellitus with renal complications,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E012,,Insulin-dependent diabetes mellitus with renal complications,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E012,,insulin-dependent diabetes mellitus with renal complications,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E100,,Type 1 diabetes mellitus with ophthalmic complications,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E100,47649,Type 1 diabetes mellitus with ophthalmic complications,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E100,47649,Type 1 diabetes mellitus with ophthalmic complications,Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E100,,Type 1 diabetes mellitus with ophthalmic complications,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E100,,Type 1 diabetes mellitus with ophthalmic complications,Type 1 diabetes mellitus with ophthalmic complications,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10E111,,Type I diabetes mellitus with ophthalmic complications,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E111,99311,Type I diabetes mellitus with ophthalmic complications,Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E111,,type i diabetes mellitus with ophthalmic complications,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E112,,Insulin-dependent diabetes mellitus with ophthalmic comps,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E112,98071,Insulin-dependent diabetes mellitus with ophthalmic comps,Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E112,,insulin-dependent diabetes mellitus with ophthalmic comps,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E200,,Type 1 diabetes mellitus with neurological complications,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E200,42831,Type 1 diabetes mellitus with neurological complications,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E200,,Type 1 diabetes mellitus with neurological complications,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E200,,Type 1 diabetes mellitus with neurological complications,Type 1 diabetes mellitus with neurological complications,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10E212,,Insulin-dependent diabetes mellitus with neurological comps,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E212,,insulin-dependent diabetes mellitus with neurological comps,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E300,,Type 1 diabetes mellitus with multiple complications,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E300,47650,Type 1 diabetes mellitus with multiple complications,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E300,,Type 1 diabetes mellitus with multiple complications,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E300,,Type 1 diabetes mellitus with multiple complications,Type 1 diabetes mellitus with multiple complications,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10E311,,Type I diabetes mellitus with multiple complications,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E311,91942,Type I diabetes mellitus with multiple complications,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E311,,type i diabetes mellitus with multiple complications,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E312,,Insulin dependent diabetes mellitus with multiple complicat,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E312,,Insulin dependent diabetes mellitus with multiple complicat,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E312,,Insulin dependent diabetes mellitus with multiple complicat,Insulin dependent diabetes mellitus with multiple complicat,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10E400,,Unstable type 1 diabetes mellitus,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E400,43921,Unstable type 1 diabetes mellitus,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E400,,Unstable type 1 diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E400,,Unstable type 1 diabetes mellitus,Unstable type 1 diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10E411,,Unstable type I diabetes mellitus,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E411,49949,Unstable type I diabetes mellitus,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E411,,Unstable type I diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E411,,Unstable type I diabetes mellitus,Unstable type I diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10E412,,Unstable insulin dependent diabetes mellitus,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E412,,Unstable insulin dependent diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E412,,Unstable insulin dependent diabetes mellitus,Unstable insulin dependent diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10E500,,Type 1 diabetes mellitus with ulcer,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E500,18683,Type 1 diabetes mellitus with ulcer,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E500,,Type 1 diabetes mellitus with ulcer,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E500,,Type 1 diabetes mellitus with ulcer,Type 1 diabetes mellitus with ulcer,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10E511,,Type I diabetes mellitus with ulcer,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E511,93878,Type I diabetes mellitus with ulcer,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E511,,type i diabetes mellitus with ulcer,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E512,,Insulin dependent diabetes mellitus with ulcer,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E512,,insulin dependent diabetes mellitus with ulcer,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E600,,Type 1 diabetes mellitus with gangrene,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E600,69993,Type 1 diabetes mellitus with gangrene,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E600,,Type 1 diabetes mellitus with gangrene,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E600,,Type 1 diabetes mellitus with gangrene,Type 1 diabetes mellitus with gangrene,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10E611,,Type I diabetes mellitus with gangrene,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E611,,type i diabetes mellitus with gangrene,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E612,,Insulin dependent diabetes mellitus with gangrene,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E700,,Type 1 diabetes mellitus with retinopathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E700,18387,Type 1 diabetes mellitus with retinopathy,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E700,18387,Type 1 diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E700,,Type 1 diabetes mellitus with retinopathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E700,,Type 1 diabetes mellitus with retinopathy,Type 1 diabetes mellitus with retinopathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10E711,,Type I diabetes mellitus with retinopathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E711,95343,Type I diabetes mellitus with retinopathy,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E711,95343,Type I diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E711,,type i diabetes mellitus with retinopathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E712,,Insulin dependent diabetes mellitus with retinopathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E712,93875,Insulin dependent diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E712,,insulin dependent diabetes mellitus with retinopathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E800,,Type 1 diabetes mellitus - poor control,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E800,35288,Type 1 diabetes mellitus - poor control,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E800,,Type 1 diabetes mellitus - poor control,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E800,,Type 1 diabetes mellitus - poor control,Type 1 diabetes mellitus - poor control,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10E811,,Type I diabetes mellitus - poor control,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E812,,Insulin dependent diabetes mellitus - poor control,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E812,,Insulin dependent diabetes mellitus - poor control,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E812,,Insulin dependent diabetes mellitus - poor control,Insulin dependent diabetes mellitus - poor control,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10E900,40682,Type 1 diabetes mellitus maturity onset,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E900,,Type 1 diabetes mellitus maturity onset,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E900,,Type 1 diabetes mellitus maturity onset,Type 1 diabetes mellitus maturity onset,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10E911,96235,Type I diabetes mellitus maturity onset,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10E911,,type i diabetes mellitus maturity onset,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10E912,,insulin dependent diabetes maturity onset,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10EA00,,Type 1 diabetes mellitus without complication,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10EA00,69676,Type 1 diabetes mellitus without complication,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10EA00,,Type 1 diabetes mellitus without complication,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10EA00,,Type 1 diabetes mellitus without complication,Type 1 diabetes mellitus without complication,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10EA11,,Type I diabetes mellitus without complication,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10EA11,62613,Type I diabetes mellitus without complication,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10EA11,,Type I diabetes mellitus without complication,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10EA11,,Type I diabetes mellitus without complication,Type I diabetes mellitus without complication,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10EA12,,Insulin-dependent diabetes without complication,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10EA12,,insulin-dependent diabetes without complication,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10EB00,,Type 1 diabetes mellitus with mononeuropathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10EB00,68105,Type 1 diabetes mellitus with mononeuropathy,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10EB00,,Type 1 diabetes mellitus with mononeuropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10EB00,,Type 1 diabetes mellitus with mononeuropathy,Type 1 diabetes mellitus with mononeuropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10EC00,,Type 1 diabetes mellitus with polyneuropathy,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10EC00,46301,Type 1 diabetes mellitus with polyneuropathy,Type I diabetes mellitus (3),https://portal.caliberresearch.org/disease-or-syndrome
